frame,angular_velocity,gs_error,rs_error,feature_count
91,0.035675391471309735,1.0675084485350896,0.5401276662695179,149
92,0.036313814994371245,1.0903929637024943,0.5827142128576864,124
93,0.06848792620954501,0.9784917770096301,0.5510639559878635,103
94,0.0982684021109119,1.1663143463304304,0.5531987823520236,102
95,0.12025896575238616,1.0638936976520168,0.6920469280069658,132
96,0.07668187656841449,1.107704699618247,0.5746280981267743,101
97,0.07762757822859817,1.1948166114835224,0.5979708906560794,112
98,0.11073889376256262,1.1856426424016564,0.6350954474256438,134
99,0.11222157037506247,0.9833378487266563,0.7162409340031437,116
100,0.06783804688959623,1.1937004297093945,0.5410667460981289,141
101,0.06970619080328519,1.0260863858143028,0.5231945720847355,111
102,0.05267910999444785,1.0819636112807343,0.5946123267483344,106
103,0.0540246112820713,0.937927786063732,0.7015772564314964,138
104,0.02986845472897216,1.1289732143200208,0.5403020891530667,114
105,0.03576092752933928,1.0164038424658839,0.6220380927119268,127
106,0.023311469645427286,0.9849031175540784,0.6954700033936282,136
107,0.01573861970270179,1.0451747020149902,0.6732213417701856,124
108,0.024608905318701736,0.9118675816108651,0.6274937555799855,105
109,0.027901895643259733,1.1234141227617647,0.658864953458603,108
110,0.05147271792900838,1.0022334909560127,0.6812010927224526,140
111,0.03620637269185275,0.9416783334518417,0.5433326149325558,121
112,0.021089034893809692,1.0642782056610272,0.619131886249393,129
113,0.05225424954018584,0.9540588645446538,0.6147424369714308,129
114,0.0691920419355111,1.0667153089970167,0.6966121047681534,135
115,0.087081902971254,1.097889700160006,0.5879653912038763,116
116,0.0523383724084725,0.9727519433783338,0.6396333964881667,102
117,0.0951130095077998,1.2036497388710747,0.5913024575398399,125
118,0.11921252020414867,1.0956492246421605,0.6496370470768696,146
119,0.13691900461955572,1.085679410249646,0.6440175959171167,140
120,0.16191461707974722,1.1540352556977458,0.6766322464520492,131
121,0.14812010423756675,1.2088836475672877,0.7143029746306451,141
122,0.12654771116527275,1.185213412451034,0.6545231512402069,134
123,0.12338698696756273,1.1163945673654065,0.5748334789027688,131
124,0.19554143343018215,1.1552475749499607,0.7091873323728047,114
125,0.22533341387661424,1.3067501208149215,0.6215123776786092,137
126,0.2884389106005635,1.3195602213695952,0.737373958336419,142
127,0.32404215988714913,1.5108252027213487,0.7030476089036447,125
128,0.29879776368585154,1.3531343896694024,0.7201691142620055,109
129,0.341863700486053,1.3571803163540797,0.6820268835833159,105
130,0.33522181267850026,1.5063452922599379,0.7479969637254251,114
131,0.3973092416514745,1.498832514820962,0.8164034658548174,145
132,0.41508593466695537,1.4330201373519955,0.7487018057907115,149
133,0.467893911337715,1.7540961160300101,0.7047968843388145,100
134,0.613939608769313,2.019984730536782,0.6855795877089189,130
135,0.629826375863883,1.8381416634051995,0.7488050904935399,143
136,0.5972023563279959,1.9166012639841814,0.8487163709608988,123
137,0.38620536838612324,1.62666523031356,0.741905311687712,139
138,0.1804499927154621,1.3015252087997558,0.6220793337521386,107
139,0.09825628867611465,1.0071042816469846,0.7068816717590845,107
140,0.1686398820401301,1.137371444153945,0.6387450407839141,111
141,0.1907671602402259,1.1221218096962764,0.6581151578376927,119
142,0.11015431884990093,1.064941561282664,0.6335101628424703,101
143,0.1343062702667569,1.0627814268845104,0.720614146705027,139
144,0.27691118432298656,1.4397533731641672,0.656840445140646,134
145,0.4920734172225609,1.752261126810404,0.8094323279011433,145
146,0.6577992380133104,1.9505416304574656,0.7426888924977431,131
147,0.7168743525977185,1.8962954156153278,0.8136584971855655,149
148,0.6675021993159888,2.093352297997421,0.7600040777635466,147
149,0.6398611120593547,1.9962632257062194,0.7212979332271814,108
150,0.5906715472747766,1.8433590054824773,0.707078173166808,131
151,0.5636438702662739,1.9090369723915983,0.7471571259236321,104
152,0.5362953564495643,1.675332316900909,0.8443969077161193,110
153,0.6163412702094484,1.9385805088297976,0.8817041388753345,125
154,0.6762041463524231,1.8221339783176973,0.732689124765102,140
155,0.5295968931864479,1.691148269467172,0.7786666656121843,120
156,0.3927271617046216,1.5301368851350574,0.7117146328863865,106
157,0.17713545346971593,1.2084796694623865,0.7138156848690398,120
158,0.19588714521419479,1.0999647510244173,0.6522597959080085,131
159,0.3454586964925847,1.6113948318482523,0.7273924917602754,103
160,0.416738791503138,1.4575453210437697,0.7330294499509414,102
161,0.5144655596431722,1.6164493160272584,0.7570069042210766,103
162,0.6086311341950622,1.8713146212144685,0.6859828949460187,102
163,0.5420839195318717,1.818432886133745,0.7570465625783115,148
164,0.5079028849148153,1.812232745340973,0.7791408850056946,104
165,0.4168665879559118,1.6285377969729302,0.7848927400586486,136
166,0.45714110720339524,1.6100860504535304,0.8151574688797686,137
167,0.4679456074713989,1.513573074293036,0.7935941314601698,116
168,0.38399280586168477,1.4948155027378396,0.6573304101178804,130
169,0.28577599416572547,1.3668445332407757,0.6660977884840926,140
170,0.3099418718271213,1.4316394923109945,0.6454972099856363,142
171,0.2968100721994089,1.4905855916975508,0.7206775431441977,109
172,0.3423362338723374,1.5215487844022562,0.7511322666460762,125
173,0.28678889393187224,1.2696334141399959,0.6961135724764367,137
174,0.27563422871874604,1.4005576663203065,0.6593870459593738,110
175,0.28237889406866457,1.3067440002826844,0.6804290002518494,132
176,0.25469306977171513,1.2134421925481977,0.6172099228846395,107
177,0.30912537353864733,1.3588205065970336,0.7100654929209691,147
178,0.302127950431417,1.530477692248688,0.7063549378638001,133
179,0.2699080979717624,1.3543402963717062,0.7692536793915288,110
180,0.2935700513876927,1.4054155018862264,0.7788791208850578,109
181,0.4310485922587737,1.536889660849098,0.7869622827557571,125
182,0.4848397630434896,1.544132813510547,0.696397973834922,109
183,0.5089711236390031,1.8032149862397546,0.7158016886542009,107
184,0.5117657875743995,1.7911655270647242,0.8241535155691948,136
185,0.4581424105981221,1.5141575856237457,0.7285987290388116,114
186,0.2917767062126249,1.35224330638925,0.6825830606919125,138
187,0.16601983666182074,1.2553072208130438,0.6133740662329212,142
188,0.3085094916359192,1.4501818399929414,0.6366019197564008,137
189,0.46946666179714247,1.5698158374222762,0.7179396079141428,128
190,0.5555939813929766,1.8739091605660274,0.717013887777268,139
191,0.602240429474811,1.7350653561262792,0.7602924901705683,111
192,0.6226330823685776,1.936876259295054,0.7312723465855733,102
193,0.5921406767313329,1.8321319135344993,0.7462945467693998,135
194,0.571641047911219,1.7002807857340159,0.6835894823421157,136
195,0.6700243150614887,1.9339610331391082,0.7543642281121967,141
196,0.6480965340399222,1.7867199963723832,0.7064528859932266,139
197,0.6163140607246668,1.8437551487041877,0.7229923627486501,124
198,0.7013466678910119,2.078631329961518,0.8692785120860536,134
199,0.7349858170523561,1.9144355126879093,0.8143434013657068,128
