frame,baseline_count,imu_aided_count,baseline_avg_length,imu_aided_avg_length,prediction_error
54,141,172,38.59574468085106,54.03404255319148,0.5103006996156043
55,139,159,39.84892086330935,55.78848920863309,0.5160157655026916
56,137,163,40.62043795620438,56.86861313868612,0.5214173496097289
57,135,174,41.48888888888889,58.084444444444436,0.5158945292457748
58,133,170,42.2406015037594,59.136842105263156,0.5147340393302074
59,131,166,42.98473282442748,60.17862595419847,0.5424358417337845
60,138,179,40.93478260869565,57.3086956521739,0.5608923126020157
61,136,135,41.75735294117647,58.46029411764705,0.5464117657008917
62,134,131,42.97761194029851,60.16865671641791,0.5180651196415805
63,136,176,42.63235294117647,59.685294117647054,0.5176782470976886
64,145,188,40.289655172413795,56.40551724137931,0.5372382929239367
65,147,191,40.414965986394556,56.580952380952375,0.545251670542267
66,145,145,41.351724137931036,57.892413793103444,0.5215607387742822
67,143,159,42.37062937062937,59.318881118881116,0.5090490880165601
68,148,192,41.4527027027027,58.033783783783775,0.5199357128106797
69,146,170,42.417808219178085,59.38493150684931,0.5203423107393825
70,144,148,43.104166666666664,60.345833333333324,0.5113766430766038
71,142,183,43.7112676056338,61.19577464788732,0.5103053857316481
72,140,141,44.5,62.3,0.5211869797800265
73,138,137,45.38405797101449,63.53768115942029,0.5200772574393235
74,136,143,46.536764705882355,65.1514705882353,0.5080320996767225
75,134,166,47.58955223880597,66.62537313432836,0.5067600426619946
76,136,176,47.0514705882353,65.87205882352941,0.5093739200818306
77,134,174,47.95522388059702,67.13731343283582,0.5090176322568606
78,132,139,48.57575757575758,68.0060606060606,0.5110175693628836
79,145,188,44.13103448275862,61.783448275862064,0.5116675255554407
80,143,161,45.44755244755245,63.62657342657342,0.5101730745007211
81,141,169,45.95035460992908,64.33049645390071,0.5084389765620714
82,139,139,47.15827338129496,66.02158273381295,0.5058109372333593
83,137,154,48.21167883211679,67.4963503649635,0.5065755859810858
84,135,152,49.11851851851852,68.76592592592593,0.5070364505406476
85,133,145,50.3984962406015,70.5578947368421,0.5108990000127219
86,137,178,49.74452554744526,69.64233576642336,0.5120626018653559
87,135,130,50.74814814814815,71.0474074074074,0.5064937011626004
88,133,167,51.78195488721804,72.49473684210525,0.5083267419631144
89,134,174,51.37313432835821,71.92238805970149,0.5110753197501094
90,132,146,52.89393939393939,74.05151515151515,0.5108691410580658
91,149,193,47.47651006711409,66.46711409395972,0.507135078294262
92,147,161,48.21768707482993,67.5047619047619,0.5072627629988743
93,145,133,49.08965517241379,68.72551724137931,0.513697585241909
94,143,132,49.57342657342657,69.4027972027972,0.5196536804221824
95,141,171,51.09929078014184,71.53900709219857,0.5240517931504772
96,139,131,51.92086330935252,72.68920863309353,0.5153363753136829
97,137,145,52.97080291970803,74.15912408759124,0.5155255156457197
98,135,174,53.80740740740741,75.33037037037037,0.5221477787525125
99,133,150,54.81203007518797,76.73684210526315,0.5224443140750125
100,141,183,51.283687943262414,71.79716312056738,0.5135676093779192
101,139,144,51.94964028776978,72.72949640287769,0.5139412381606571
102,137,137,53.284671532846716,74.5985401459854,0.5105358219988896
103,138,179,52.405797101449274,73.36811594202898,0.5108049222564143
104,136,148,53.705882352941174,75.18823529411763,0.5059736909457945
105,134,165,54.69402985074627,76.57164179104477,0.5071521855058678
106,136,176,53.60294117647059,75.04411764705881,0.5046622939290855
107,134,161,55,77,0.5031477239405403
108,132,136,56.628787878787875,79.28030303030302,0.5049217810637403
109,130,140,57.52307692307692,80.53230769230768,0.505580379128652
110,140,182,53.107142857142854,74.35,0.5102945435858017
111,138,157,54.789855072463766,76.70579710144926,0.5072412745383705
112,136,167,55.61764705882353,77.86470588235294,0.504217806978762
113,134,167,57.23134328358209,80.12388059701492,0.5104508499080371
114,135,175,57.44444444444444,80.42222222222222,0.5138384083871023
115,133,150,58.142857142857146,81.4,0.5174163805942508
116,131,132,59.43511450381679,83.2091603053435,0.5104676744816945
117,129,162,59.542635658914726,83.35968992248061,0.5190226019015599
118,146,189,53.02739726027397,74.23835616438356,0.5238425040408298
119,144,182,53.36805555555556,74.71527777777777,0.5273838009239111
120,142,170,53.66901408450704,75.13661971830984,0.5323829234159494
121,141,183,54.283687943262414,75.99716312056738,0.5296240208475134
122,139,174,55.15827338129496,77.22158273381294,0.5253095422330546
123,137,170,56.43065693430657,79.0029197080292,0.5246773973935126
124,135,148,57.42962962962963,80.40148148148148,0.5391082866860364
125,137,178,57.09489051094891,79.93284671532847,0.5450666827753229
126,142,184,54.971830985915496,76.96056338028168,0.5576877821201127
127,140,162,56.207142857142856,78.69,0.5648084319774298
128,138,141,57.072463768115945,79.90144927536232,0.5597595527371703
129,136,136,58.411764705882355,81.7764705882353,0.5683727400972106
130,134,148,59.73134328358209,83.62388059701492,0.5670443625357
131,145,188,55.02758620689655,77.03862068965516,0.5794618483302949
132,149,193,53.395973154362416,74.75436241610738,0.5830171869333911
133,147,130,54.27891156462585,75.99047619047619,0.593578782267543
134,145,169,55.06206896551724,77.08689655172414,0.6227879217538626
135,143,185,56.16783216783217,78.63496503496503,0.6259652751727767
136,141,159,57.170212765957444,80.03829787234042,0.6194404712655992
137,139,180,57.8705035971223,81.01870503597122,0.5772410736772247
138,137,139,58.715328467153284,82.20145985401459,0.5360899985430925
139,135,139,59.98518518518519,83.97925925925925,0.5196512577352229
140,133,144,60.69172932330827,84.96842105263158,0.533727976408026
141,131,154,62.11450381679389,86.96030534351145,0.5381534320480452
142,129,131,62.7906976744186,87.90697674418604,0.5220308637699802
143,139,180,58.35251798561151,81.69352517985611,0.5268612540533514
144,137,174,60.1021897810219,84.14306569343066,0.5553822368645973
145,145,188,57.324137931034485,80.25379310344827,0.5984146834445122
146,143,170,58.00699300699301,81.2097902097902,0.631559847602662
147,149,193,56.281879194630875,78.79463087248322,0.6433748705195437
148,147,191,57.36054421768708,80.3047619047619,0.6335004398631978
149,145,140,58.110344827586204,81.35448275862068,0.6279722224118709
150,143,170,59.63636363636363,83.49090909090908,0.6181343094549553
151,141,135,60.730496453900706,85.02269503546098,0.6127287740532548
152,139,143,61.81294964028777,86.53812949640287,0.6072590712899129
153,137,162,62.34306569343066,87.28029197080292,0.6232682540418897
154,140,182,61.27142857142857,85.78,0.6352408292704846
155,138,156,62.15217391304348,87.01304347826087,0.6059193786372896
156,136,137,63.55882352941177,88.98235294117647,0.5785454323409243
157,134,156,65.2910447761194,91.40746268656716,0.5354270906939432
158,132,170,66.35606060606061,92.89848484848484,0.5391774290428389
159,130,133,66.56923076923077,93.19692307692307,0.569091739298517
160,128,132,66.71875,93.40625,0.5833477583006276
161,126,133,68.1984126984127,95.47777777777777,0.6028931119286345
162,124,132,69.69354838709677,97.57096774193548,0.6217262268390125
163,148,192,58.04054054054054,81.25675675675676,0.6084167839063743
164,146,135,58.65068493150685,82.1109589041096,0.6015805769829631
165,144,176,59.90277777777778,83.86388888888888,0.5833733175911824
166,142,178,61.33098591549296,85.86338028169014,0.5914282214406791
167,140,150,61.957142857142856,86.74,0.5935891214942798
168,138,169,63.32608695652174,88.65652173913044,0.576798561172337
169,140,182,62.22857142857143,87.11999999999999,0.5571551988331451
170,142,184,60.95774647887324,85.34084507042253,0.5619883743654243
171,140,141,61.22857142857143,85.72,0.5593620144398818
172,138,162,62.18115942028985,87.0536231884058,0.5684672467744675
173,137,178,62.63503649635037,87.6890510948905,0.5573577787863745
174,135,143,62.96296296296296,88.14814814814814,0.5551268457437493
175,133,171,63.43609022556391,88.81052631578947,0.5564757788137329
176,131,139,64.37404580152672,90.1236641221374,0.5509386139543431
177,147,191,57.51700680272109,80.52380952380952,0.5618250747077295
178,145,172,59.10344827586207,82.7448275862069,0.5604255900862833
179,143,143,60.85314685314685,85.1944055944056,0.5539816195943524
180,141,141,61.843971631205676,86.58156028368793,0.5587140102775385
181,139,162,63.51798561151079,88.9251798561151,0.5862097184517547
182,137,141,64.54744525547446,90.36642335766423,0.596967952608698
183,135,139,65.67407407407407,91.94370370370369,0.6017942247278006
184,136,176,64.125,89.77499999999999,0.6023531575148799
185,134,148,65.82835820895522,92.15970149253731,0.5916284821196245
186,138,179,63.89855072463768,89.45797101449274,0.558355341242525
187,142,184,62.267605633802816,87.17464788732394,0.5332039673323642
188,140,178,63.714285714285715,89.2,0.5617018983271839
189,138,166,65.30434782608695,91.42608695652173,0.5938933323594285
190,139,180,65.22302158273381,91.31223021582733,0.6111187962785953
191,137,144,65.43065693430657,91.60291970802919,0.6204480858949623
192,135,132,66.9037037037037,93.66518518518517,0.6245266164737155
193,135,175,66.99259259259259,93.78962962962962,0.6184281353462666
194,136,176,66.63970588235294,93.29558823529412,0.6143282095822438
195,141,183,64.68085106382979,90.55319148936171,0.6340048630122977
196,139,180,66.53237410071942,93.14532374100719,0.6296193068079845
197,137,161,67.2043795620438,94.08613138686131,0.6232628121449334
198,135,174,68.71851851851852,96.20592592592592,0.6402693335782024
199,133,166,68.83458646616542,96.36842105263158,0.6469971634104712
