feature,int_disp,subpix_disp,int_depth,subpix_depth,int_error,subpix_error
613,9,8.575003130243157,2.322222222222222,2.43731689453125,1.54315185546875,0.6048095703125
614,7,6.961921704567403,2.9857142857142853,3.002044677734375,1.8972015380859375,0.562884521484375
615,8,7.624197893705608,2.6125,2.74127197265625,1.85174560546875,0.53416748046875
616,4,4.114554870648739,5.225,5.07952880859375,1.6174774169921875,0.50594482421875
617,10,10.434873763922536,2.09,2.002899169921875,1.580169677734375,0.651239013671875
618,5,4.840245669335858,4.18,4.317962646484375,1.70947265625,0.544183349609375
619,6,6.28788424106651,3.483333333333333,3.3238525390625,1.8412322998046875,0.56522216796875
800,8,7.775243242015871,2.6125,2.688018798828125,1.987884521484375,0.685302734375
801,3,3.250191969095111,6.966666666666666,6.430389404296875,1.624542236328125,0.505718994140625
802,5,4.917576436459724,4.18,4.25006103515625,1.5070648193359375,0.661138916015625
803,3,2.9974754459987043,6.966666666666666,6.9725341796875,1.595306396484375,0.64556884765625
804,7,6.626138782460621,2.9857142857142853,3.1541748046875,1.8235626220703125,0.68369140625
805,4,3.9554536476051307,5.225,5.283843994140625,1.8836517333984375,0.518115234375
806,3,3.2904814756091114,6.966666666666666,6.351654052734375,1.8536529541015625,0.608953857421875
807,8,7.5489820438487225,2.6125,2.768585205078125,1.7498016357421875,0.572369384765625
808,5,4.622344611604943,4.18,4.521514892578125,1.6213836669921875,0.551055908203125
809,7,7.313582725515532,2.9857142857142853,2.857696533203125,1.69964599609375,0.599420166015625
810,6,5.504305543276456,3.483333333333333,3.797027587890625,1.51788330078125,0.6182373046875
811,4,4.216648606048665,5.225,4.95654296875,1.52545166015625,0.5725341796875
812,3,3.319991661859308,6.966666666666666,6.295196533203125,1.513824462890625,0.553057861328125
813,4,3.784837465321145,5.225,5.52203369140625,1.970611572265625,0.552447509765625
814,7,6.759222668548474,2.9857142857142853,3.092071533203125,1.9802703857421875,0.505731201171875
815,5,4.597211537816085,4.18,4.546234130859375,1.931732177734375,0.64874267578125
816,3,3.1486542899965975,6.966666666666666,6.63775634765625,1.7832183837890625,0.637921142578125
817,10,10.42454943984413,2.09,2.0048828125,1.5556182861328125,0.601190185546875
818,3,3.394873370974218,6.966666666666666,6.156341552734375,1.74249267578125,0.575830078125
819,4,4.291424059754615,5.225,4.87017822265625,1.9783477783203125,0.53369140625
1000,6,6.22756181175037,3.483333333333333,3.3560485839843754,1.5160980224609375,0.629833984375
1001,5,5.099185442199157,4.18,4.09869384765625,1.5771942138671875,0.6003173828125
1002,5,5.044164070383219,4.18,4.143402099609375,1.772308349609375,0.6177734375
1003,4,3.5553414388504145,5.225,5.87847900390625,1.545684814453125,0.53359375
1004,5,5.174702673295755,4.18,4.03887939453125,1.9328155517578125,0.550347900390625
1005,4,4.028038889313673,5.225,5.188629150390625,1.517303466796875,0.645111083984375
1006,5,4.873830738136582,4.18,4.2882080078125,1.89166259765625,0.6110595703125
1007,4,3.8748858499159784,5.225,5.393707275390625,1.9763641357421875,0.51976318359375
1008,5,4.771950165835168,4.18,4.3797607421875,1.7841949462890625,0.5843017578125
1009,10,10.206274124081608,2.09,2.047760009765625,1.8174285888671875,0.64534912109375
1010,3,3.1298040362679145,6.966666666666666,6.677734375,1.5336151123046875,0.54747314453125
1011,6,5.526514472930335,3.483333333333333,3.7817687988281246,1.9097137451171875,0.58316650390625
1012,5,4.733852672615797,4.18,4.415008544921875,1.7085113525390625,0.631146240234375
1013,5,5.40653503959075,4.18,3.8656921386718754,1.8762664794921875,0.622528076171875
1014,8,7.64206391715765,2.6125,2.73486328125,1.7355804443359375,0.66497802734375
1015,4,4.303694440429583,5.225,4.856292724609375,1.527069091796875,0.659844970703125
1016,9,8.501026551308945,2.322222222222222,2.458526611328125,1.9060516357421875,0.685968017578125
1017,3,2.999510338514635,6.966666666666666,6.967803955078125,1.6194915771484375,0.61873779296875
1018,3,3.3034170059233245,6.966666666666666,6.3267822265625,1.8586578369140625,0.572821044921875
1019,7,6.567363182171248,2.9857142857142853,3.182403564453125,1.9849700927734375,0.6948486328125
1200,4,4.251199284898445,5.225,4.916259765625,1.782073974609375,0.527227783203125
1201,5,5.413158809952891,4.18,3.8609619140625,1.51141357421875,0.61973876953125
1202,3,3.341373236859695,6.966666666666666,6.254913330078125,1.623931884765625,0.54755859375
1203,4,4.049474636502858,5.225,5.161163330078125,1.62628173828125,0.677093505859375
1204,6,5.566492997699767,3.483333333333333,3.754608154296875,1.85400390625,0.596234130859375
1205,8,7.800927202104999,2.6125,2.679168701171875,1.8408355712890625,0.647711181640625
1206,4,4.403593083892207,5.225,4.746124267578125,1.6261749267578125,0.563043212890625
1207,4,4.128195978203212,5.225,5.062744140625,1.898040771484375,0.50870361328125
1208,9,9.07857256482316,2.322222222222222,2.3021240234375,1.83343505859375,0.530731201171875
1209,5,5.390576641531413,4.18,3.8771362304687504,1.7576141357421875,0.67353515625
1210,4,3.830671044462219,5.225,5.455963134765625,1.558685302734375,0.591583251953125
1211,4,4.427506933624685,5.225,4.720489501953125,1.7040557861328125,0.524908447265625
1212,6,6.113323692714191,3.483333333333333,3.41876220703125,1.5092315673828125,0.64871826171875
1213,6,5.559714566369813,3.483333333333333,3.759185791015625,1.8524627685546875,0.695391845703125
1214,4,3.566821870149891,5.225,5.85955810546875,1.846038818359375,0.586602783203125
1215,3,3.157436802965408,6.966666666666666,6.619293212890625,1.775848388671875,0.626495361328125
1216,9,9.031878247566796,2.322222222222222,2.31402587890625,1.78192138671875,0.6197509765625
1217,6,5.776848782380578,3.483333333333333,3.617889404296875,1.937835693359375,0.59114990234375
1218,3,3.0960583360834715,6.966666666666666,6.750518798828125,1.57684326171875,0.65640869140625
1219,4,3.53825869515799,5.225,5.9068603515625,1.894561767578125,0.584625244140625
1400,4,3.6757508748577683,5.225,5.6859130859375,1.6770477294921875,0.552880859375
1401,4,4.157138781481234,5.225,5.027496337890625,1.821014404296875,0.639129638671875
1402,9,9.151971776402828,2.322222222222222,2.283660888671875,1.7463836669921875,0.52952880859375
1403,3,3.4701311335860066,6.966666666666666,6.0228271484375,1.96209716796875,0.507940673828125
1404,9,9.463061170910999,2.322222222222222,2.208587646484375,1.9600372314453125,0.570452880859375
1405,3,3.4977793213344497,6.966666666666666,5.9752197265625,1.9317626953125,0.64771728515625
1406,10,10.35128247759254,2.09,2.019073486328125,1.9255828857421875,0.554974365234375
1407,5,5.145543066658652,4.18,4.061767578125,1.9294281005859375,0.522991943359375
1408,5,5.238628940343147,4.18,3.989593505859375,1.9642486572265625,0.673541259765625
1409,4,4.313724403348429,5.225,4.845001220703125,1.544189453125,0.59261474609375
1410,3,3.3805455460890683,6.966666666666666,6.18243408203125,1.93328857421875,0.62266845703125
1411,3,3.4740037334631926,6.966666666666666,6.01611328125,1.8820343017578125,0.52091064453125
1412,4,3.794168453360369,5.225,5.508453369140625,1.7157745361328125,0.569732666015625
1413,8,8.074551971326164,2.6125,2.58837890625,1.7183837890625,0.573260498046875
1414,3,3.2571480207932044,6.966666666666666,6.416656494140625,1.5690460205078125,0.69183349609375
1415,6,5.564005654582974,3.483333333333333,3.75628662109375,1.629302978515625,0.532781982421875
1416,5,4.922171113155473,4.18,4.24609375,1.7444000244140625,0.558349609375
1417,3,3.2644450905901587,6.966666666666666,6.402313232421875,1.6786346435546875,0.682061767578125
1418,8,8.354798648302447,2.6125,2.5015563964843754,1.7390289306640625,0.570166015625
1419,4,4.277085454125317,5.225,4.886505126953125,1.870025634765625,0.5419921875
1600,4,3.6497950874275875,5.225,5.726348876953125,1.5642547607421875,0.623699951171875
1601,3,3.072101055955788,6.966666666666666,6.80316162109375,1.9304962158203125,0.607415771484375
1602,4,4.25701285462095,5.225,4.909545898437501,1.5244293212890625,0.5437744140625
1603,8,8.30062298499503,2.6125,2.51788330078125,1.7587890625,0.52142333984375
1604,4,4.0802354539280055,5.225,5.12225341796875,1.6902008056640625,0.6735107421875
1605,6,5.923754660023699,3.483333333333333,3.528167724609375,1.7353057861328125,0.663665771484375
1606,4,3.5220637092046116,5.225,5.93402099609375,1.9086761474609375,0.605499267578125
1607,3,3.143379339150231,6.966666666666666,6.648895263671875,1.886077880859375,0.683575439453125
1608,8,7.567751060820367,2.6125,2.76171875,1.6119232177734375,0.576556396484375
1609,9,8.505777733618162,2.322222222222222,2.4571533203125,1.569000244140625,0.65130615234375
1610,10,9.919485523094972,2.09,2.106964111328125,1.868011474609375,0.6837646484375
1611,4,4.020235865947368,5.225,5.198699951171874,1.622283935546875,0.6125244140625
1612,6,5.552502412012226,3.483333333333333,3.764068603515625,1.676666259765625,0.614263916015625
1613,6,6.140456016712842,3.483333333333333,3.403656005859375,1.899322509765625,0.540667724609375
1614,6,6.349681056223112,3.483333333333333,3.29150390625,1.8326873779296875,0.641265869140625
1615,4,3.5703549234683236,5.225,5.853759765625,1.50531005859375,0.619683837890625
1616,5,4.973646293283755,4.18,4.2021484375,1.8469696044921875,0.5194091796875
1617,7,7.22866763069843,2.9857142857142853,2.891265869140625,1.777099609375,0.625823974609375
1618,3,3.3762957193072403,6.966666666666666,6.190216064453125,1.7458648681640625,0.54677734375
1619,4,3.6923979382777286,5.225,5.6602783203125,1.9678955078125,0.528363037109375
1800,8,7.856410962361335,2.6125,2.660247802734375,1.5347747802734375,0.668878173828125
1801,4,4.024251825997027,5.225,5.193511962890624,1.8227691650390625,0.611962890625
1802,4,3.8203072529090845,5.225,5.47076416015625,1.7952423095703125,0.649365234375
1803,6,6.283557357946986,3.483333333333333,3.326141357421875,1.8861541748046875,0.5158447265625
1804,3,3.213513767150284,6.966666666666666,6.5037841796875,1.9859161376953125,0.59774169921875
1805,4,3.609495298730868,5.225,5.790283203125,1.5383453369140625,0.688592529296875
1806,3,3.4440420214130176,6.966666666666666,6.068450927734375,1.5005950927734375,0.57744140625
1807,9,8.6377317559216,2.322222222222222,2.41961669921875,1.7566375732421875,0.62127685546875
1808,5,4.7791097061430134,4.18,4.373199462890625,1.821685791015625,0.6858642578125
1809,3,3.230338763997245,6.966666666666666,6.46990966796875,1.5572662353515625,0.60916748046875
1810,5,4.526565143824027,4.18,4.6171875,1.52301025390625,0.500897216796875
1811,3,3.0995614412245245,6.966666666666666,6.742889404296875,1.9515380859375,0.50592041015625
1812,7,6.880782871668123,2.9857142857142853,3.037445068359375,1.5585479736328125,0.609820556640625
1813,3,3.1014564162017244,6.966666666666666,6.73876953125,1.6090850830078125,0.542498779296875
1814,3,3.0667359257733433,6.966666666666666,6.8150634765625,1.5809173583984375,0.524163818359375
1815,9,8.620335825592226,2.322222222222222,2.4244995117187496,1.726531982421875,0.505877685546875
1816,3,3.4597880229961704,6.966666666666666,6.04083251953125,1.8331756591796875,0.555517578125
1817,4,4.177807059282847,5.225,5.00262451171875,1.8645477294921875,0.511431884765625
1818,5,5.466957236710811,4.18,3.822967529296875,1.55877685546875,0.52696533203125
1819,3,3.2173634437496768,6.966666666666666,6.496002197265625,1.6632537841796875,0.63214111328125
2000,4,4.193283166279903,5.225,4.984161376953125,1.8038482666015625,0.63892822265625
2001,5,5.02860835150634,4.18,4.156219482421875,1.93707275390625,0.518438720703125
2002,4,3.642806155286408,5.225,5.737335205078125,1.648529052734375,0.55721435546875
2003,3,3.15452807679375,6.966666666666666,6.625396728515625,1.52545166015625,0.618060302734375
2004,3,3.2157771663082366,6.966666666666666,6.49920654296875,1.669647216796875,0.665789794921875
2005,4,3.7291920324973042,5.225,5.60443115234375,1.9029083251953125,0.578302001953125
2006,4,4.280694560774068,5.225,4.88238525390625,1.916229248046875,0.56932373046875
2007,10,9.814996560421921,2.09,2.12939453125,1.9151763916015625,0.5886962890625
2008,6,5.990074433005921,3.483333333333333,3.489105224609375,1.907867431640625,0.66280517578125
2009,6,6.427449765839832,3.483333333333333,3.251678466796875,1.85919189453125,0.6453125
2010,5,5.074625803965737,4.18,4.1185302734375,1.5930938720703125,0.6379638671875
2011,4,3.6530073182700717,5.225,5.7213134765625,1.7624664306640625,0.56593017578125
2012,4,3.933756088594798,5.225,5.31298828125,1.856292724609375,0.5057861328125
2013,4,3.6139714302299195,5.225,5.783111572265625,1.8145599365234375,0.544586181640625
2014,4,3.7439725345914354,5.225,5.582305908203125,1.9647064208984375,0.668231201171875
2015,3,3.2127600086317702,6.966666666666666,6.50531005859375,1.639404296875,0.643316650390625
2016,6,6.046930846930847,3.483333333333333,3.4562988281249996,1.966827392578125,0.608837890625
2017,4,4.028749757340094,5.225,5.187713623046875,1.838287353515625,0.53583984375
2018,6,5.510062675495409,3.483333333333333,3.793060302734375,1.712615966796875,0.5127197265625
2019,4,3.7784685325874063,5.225,5.531341552734375,1.544708251953125,0.6002685546875
2200,6,6.149277639600973,3.483333333333333,3.398773193359375,1.643218994140625,0.677349853515625
2201,5,4.61036446622595,4.18,4.53326416015625,1.9215240478515625,0.563720703125
2202,8,7.979530678349217,2.6125,2.61920166015625,1.755584716796875,0.52657470703125
2203,4,3.5998191814808194,5.225,5.80584716796875,1.742584228515625,0.550579833984375
2204,4,3.957510791616344,5.225,5.281097412109375,1.6533355712890625,0.665869140625
2205,4,3.800379565608248,5.225,5.49945068359375,1.7753448486328125,0.661456298828125
2206,8,7.912232543093488,2.6125,2.6414794921875,1.619964599609375,0.691925048828125
2207,4,3.8031231257913323,5.225,5.4954833984375,1.508453369140625,0.63173828125
2208,5,4.999607244800373,4.18,4.180328369140625,1.8097991943359375,0.583807373046875
2209,5,5.095770707461531,4.18,4.1014404296875,1.6725311279296875,0.66248779296875
2210,3,3.055379975551649,6.966666666666666,6.84039306640625,1.797149658203125,0.646539306640625
2211,5,5.1426451704950775,4.18,4.064056396484375,1.7208099365234375,0.554656982421875
2212,4,4.055469559604669,5.225,5.153533935546874,1.6038665771484375,0.685626220703125
2213,3,3.4148480935024006,6.966666666666666,6.120330810546875,1.632568359375,0.6928955078125
2214,3,3.1074372365477716,6.966666666666666,6.725799560546875,1.908355712890625,0.5277099609375
2215,3,3.1640741801650294,6.966666666666666,6.60540771484375,1.6136016845703125,0.695062255859375
2216,5,4.897881652911475,4.18,4.26715087890625,1.7664947509765625,0.58046875
2217,3,2.9995760262092888,6.966666666666666,6.9676513671875,1.92333984375,0.5137939453125
2218,6,6.180075079410915,3.483333333333333,3.3818359375,1.7797698974609375,0.680615234375
2219,8,7.591659553712962,2.6125,2.753021240234375,1.971466064453125,0.58670654296875
2400,3,3.360144444008321,6.966666666666666,6.219970703125,1.5996246337890625,0.535382080078125
2401,3,3.2067426463013775,6.966666666666666,6.51751708984375,1.8868255615234375,0.5900390625
2402,4,3.5558029293721214,5.225,5.877716064453125,1.726348876953125,0.523040771484375
2403,6,6.414506490830414,3.483333333333333,3.25823974609375,1.7072906494140625,0.621856689453125
2404,4,4.217687342957087,5.225,4.955322265624999,1.7318878173828125,0.519598388671875
2405,6,5.506518400591777,3.483333333333333,3.795501708984375,1.979278564453125,0.599700927734375
2406,8,7.512545935213523,2.6125,2.782012939453125,1.7199859619140625,0.5794677734375
2407,4,4.067392027367321,5.225,5.138427734375,1.8147735595703125,0.6235107421875
2408,3,3.2667029182526734,6.966666666666666,6.39788818359375,1.68743896484375,0.660699462890625
2409,4,3.544851860286962,5.225,5.8958740234375,1.8704681396484375,0.667041015625
2410,3,3.290165312681659,6.966666666666666,6.352264404296875,1.720184326171875,0.53436279296875
2411,6,6.272622525897362,3.483333333333333,3.3319396972656254,1.5903778076171875,0.651361083984375
2412,3,3.352085597094554,6.966666666666666,6.23492431640625,1.897674560546875,0.511029052734375
2413,4,4.034802281189612,5.225,5.179931640625,1.7064208984375,0.616693115234375
2414,4,4.071865914347379,5.225,5.132781982421874,1.5211639404296875,0.510150146484375
2415,6,6.016649974522516,3.483333333333333,3.47369384765625,1.8398590087890625,0.517864990234375
2416,3,3.383635456346559,6.966666666666666,6.176788330078125,1.6052398681640625,0.691546630859375
2417,10,10.132283883949047,2.09,2.062713623046875,1.55322265625,0.666827392578125
2418,3,3.2051668218897276,6.966666666666666,6.520721435546875,1.80865478515625,0.614666748046875
2419,6,5.725414660246121,3.483333333333333,3.650390625,1.6546478271484375,0.55892333984375
2600,5,4.536459865135195,4.18,4.60711669921875,1.7369537353515625,0.556500244140625
2601,7,6.791059635483807,2.9857142857142853,3.07757568359375,1.5108795166015625,0.622564697265625
2602,3,3.3833011397038844,6.966666666666666,6.177398681640625,1.5825347900390625,0.6501953125
2603,8,7.541500479016858,2.6125,2.771331787109375,1.8637237548828125,0.625762939453125
2604,4,3.6839565144888944,5.225,5.673248291015625,1.5959320068359375,0.595904541015625
2605,6,6.428656447419061,3.483333333333333,3.251068115234375,1.7047271728515625,0.6958740234375
2606,3,3.0288274343132353,6.966666666666666,6.900360107421875,1.609619140625,0.640631103515625
2607,7,6.8673284800352965,2.9857142857142853,3.04339599609375,1.533905029296875,0.673876953125
2608,3,3.154382781158025,6.966666666666666,6.625701904296875,1.8184967041015625,0.54439697265625
2609,3,3.020944768660041,6.966666666666666,6.918365478515625,1.968048095703125,0.531488037109375
2610,4,4.270551114325979,5.225,4.89398193359375,1.8267059326171875,0.6132080078125
2611,3,3.198057400091526,6.966666666666666,6.53521728515625,1.996490478515625,0.50670166015625
2612,4,3.638548302261703,5.225,5.744049072265625,1.75262451171875,0.57254638671875
2613,3,3.3765454133099304,6.966666666666666,6.18975830078125,1.6711578369140625,0.50343017578125
2614,3,3.125661551942895,6.966666666666666,6.68658447265625,1.959564208984375,0.520599365234375
2615,4,3.681975903355358,5.225,5.676300048828125,1.91278076171875,0.655047607421875
2616,4,3.532236468852831,5.225,5.91693115234375,1.6865081787109375,0.584930419921875
2617,6,5.735003684598379,3.483333333333333,3.644287109375,1.9107513427734375,0.6529052734375
2618,3,3.013103026516668,6.966666666666666,6.936370849609374,1.9104156494140625,0.618121337890625
2619,4,3.929242208656538,5.225,5.319091796875,1.52313232421875,0.532666015625
2800,3,3.1952969939019553,6.966666666666666,6.540863037109375,1.9470367431640625,0.56971435546875
2801,4,4.390747294455557,5.225,4.760009765625,1.52191162109375,0.684014892578125
2802,6,6.062722532555483,3.483333333333333,3.447296142578125,1.781341552734375,0.58275146484375
2803,4,4.105059611223333,5.225,5.091278076171876,1.6068572998046875,0.693731689453125
2804,6,5.788078194065297,3.483333333333333,3.610870361328125,1.770843505859375,0.677911376953125
2805,7,7.234776729592968,2.9857142857142853,2.888824462890625,1.8637237548828125,0.646502685546875
2806,6,6.4617138112580905,3.483333333333333,3.23443603515625,1.6557464599609375,0.50130615234375
2807,8,8.07598023608212,2.6125,2.587921142578125,1.6699981689453125,0.641802978515625
2808,7,6.600593700605266,2.9857142857142853,3.1663818359375,1.9474334716796875,0.549163818359375
2809,5,5.184299891749494,4.18,4.031402587890625,1.844451904296875,0.550653076171875
2810,5,5.452376478830629,4.18,3.83319091796875,1.841522216796875,0.66478271484375
2811,6,6.2332298786759015,3.483333333333333,3.352996826171875,1.5528564453125,0.554486083984375
2812,5,5.292267746472342,4.18,3.94915771484375,1.6664276123046875,0.576934814453125
2813,6,5.75766482269265,3.483333333333333,3.62994384765625,1.9796905517578125,0.683758544921875
2814,3,3.047426478767949,6.966666666666666,6.858245849609375,1.864288330078125,0.610906982421875
2815,8,8.471058555772704,2.6125,2.46722412109375,1.5442352294921875,0.671319580078125
2816,4,4.17831684014008,5.225,5.00201416015625,1.77716064453125,0.553204345703125
2817,5,5.40696189040036,4.18,3.865386962890625,1.9620513916015625,0.614849853515625
2818,3,3.1752968504411605,6.966666666666666,6.582061767578125,1.577056884765625,0.503460693359375
2819,4,3.855145626695788,5.225,5.42132568359375,1.7953338623046875,0.6878662109375
3000,5,4.57571072552465,4.18,4.567596435546875,1.689483642578125,0.583184814453125
3001,8,8.382922052487269,2.6125,2.4931640625000004,1.6810760498046875,0.58519287109375
3002,7,7.087282549078453,2.9857142857142853,2.948944091796875,1.516632080078125,0.65938720703125
3003,7,7.499794121512111,2.9857142857142853,2.7867431640625,1.869384765625,0.628375244140625
3004,3,3.169932329226183,6.966666666666666,6.59320068359375,1.6453704833984375,0.673681640625
3005,8,8.387542099913045,2.6125,2.4917907714843746,1.7274932861328125,0.53585205078125
3006,4,3.6731879471804167,5.225,5.68988037109375,1.5418243408203125,0.5029296875
3007,10,9.576195536663123,2.09,2.1824951171875,1.84771728515625,0.6691162109375
3008,5,5.020314332629603,4.18,4.1630859375,1.583740234375,0.650177001953125
3009,3,3.2804728739354108,6.966666666666666,6.37103271484375,1.5883026123046875,0.659765625
3010,5,5.175875933371625,4.18,4.0379638671875,1.7679443359375,0.556427001953125
3011,4,4.1677643149688715,5.225,5.014678955078125,1.5344696044921875,0.6020263671875
3012,4,3.523513371680232,5.225,5.93157958984375,1.7542724609375,0.648114013671875
3013,5,5.407175341081354,4.18,3.865234375,1.56396484375,0.678546142578125
3014,6,6.470260567239196,3.483333333333333,3.23016357421875,1.58544921875,0.596661376953125
3015,4,3.643581381243981,5.225,5.736114501953125,1.837493896484375,0.5655517578125
3016,5,4.611606265066731,4.18,4.53204345703125,1.95654296875,0.556463623046875
3017,4,3.6966830579560725,5.225,5.653717041015625,1.7210235595703125,0.6955322265625
3018,4,4.3651401291342395,5.225,4.787933349609375,1.6684722900390625,0.516162109375
3019,3,3.1493782650283273,6.966666666666666,6.63623046875,1.841339111328125,0.52906494140625
3200,4,3.683263058256604,5.225,5.67431640625,1.532012939453125,0.638299560546875
3201,3,3.3203940733845316,6.966666666666666,6.29443359375,1.829376220703125,0.603082275390625
3202,7,7.002138928082121,2.9857142857142853,2.98480224609375,1.948974609375,0.61541748046875
