frame,baseline_count,imu_aided_count,baseline_avg_length,imu_aided_avg_length,prediction_error
78,70,100,7.001456654625395,11.600582661850158,1.099126007224763
79,70,100,7.001058658160228,11.600423463264091,1.0993648051038631
80,70,100,7.0106417533766185,11.604256701350646,1.0936149479740291
81,70,100,7.030110189154914,11.612044075661965,1.0819338865070518
82,71,100,7.059269443320227,11.623707777328091,1.0644383340078636
83,72,100,7.097828166243707,11.639131266497483,1.041303100253776
84,74,101,7.14540109191172,11.658160436764687,1.0127593448529684
85,76,102,7.201512887376509,11.680605154950603,0.9790922675740941
86,77,102,7.265602902125886,11.706241160850354,0.940638258724468
87,80,103,7.337030769917818,11.734812307967127,0.8977815380493093
88,82,104,7.415082807108238,11.766033122843295,0.8509503157350571
89,84,104,7.498979143542115,11.799591657416846,0.8006125138747308
90,87,105,7.5878815147582435,11.835152605903298,0.747271091145054
91,90,106,7.680901637650648,11.872360655060259,0.6914590174096112
92,93,107,7.777110085899754,11.910844034359902,0.6337339484601475
93,96,108,7.8755455764929385,11.950218230597175,0.5746726541042371
94,99,109,7.975224574546642,11.990089829818658,0.5148652552720147
95,97,109,7.924848879538191,11.969939551815276,0.5450906722770856
96,94,108,7.825673218777019,11.930269287510807,0.6045960687337888
97,91,107,7.728239373589056,11.891295749435622,0.6630563758465665
98,89,106,7.633520870748072,11.85340834829923,0.719887477551157
99,86,105,7.542464106224679,11.816985642489872,0.7745215362651928
