feature,int_disp,subpix_disp,int_depth,subpix_depth,int_error,subpix_error
44,23,23.173030001960665,2.608695652173913,2.589216860933741,1.811767578125,0.649786376953125
45,23,22.788976298689274,2.608695652173913,2.632851919875442,1.7020721435546875,0.570263671875
46,22,22.301346132075984,2.727272727272727,2.690420553300238,1.718658447265625,0.5908447265625
47,22,21.9250587735608,2.727272727272727,2.7365947165602758,1.827423095703125,0.6843505859375
48,22,21.61171330513714,2.727272727272727,2.77627225351624,1.9747161865234375,0.684344482421875
49,21,21.263408662912383,2.857142857142857,2.8217488997731555,1.8301849365234375,0.59957275390625
50,21,20.882614533797554,2.857142857142857,2.8732034440846834,1.9852294921875,0.51124267578125
51,21,20.48321512579612,2.857142857142857,2.9292276447576477,1.6586151123046875,0.622039794921875
52,20,20.217050109246763,3,2.967792020882291,1.558837890625,0.6195068359375
53,20,19.892576226184655,3,3.0162005824575817,1.8572998046875,0.68099365234375
54,20,19.6082752669616,3,3.059932563324184,1.640167236328125,0.520977783203125
55,19,19.30130276967244,3.1578947368421053,3.108598456591034,1.9611968994140625,0.618072509765625
56,19,19.02809189422221,3.1578947368421053,3.1532326169929163,1.505828857421875,0.649334716796875
57,19,18.71911215540588,3.1578947368421053,3.2052802238632156,1.9210662841796875,0.56729736328125
58,18,18.46346841979137,3.3333333333333335,3.249660282446432,1.6224212646484375,0.50281982421875
59,18,18.20739166236664,3.3333333333333335,3.2953649326946515,1.8396148681640625,0.6622314453125
60,18,17.871452399865902,3.3333333333333335,3.35730967229335,1.5277099609375,0.505999755859375
61,18,17.63746419405569,3.3333333333333335,3.4018495708822845,1.81536865234375,0.5156494140625
62,17,17.41213592839345,3.5294117647058822,3.4458724792149016,1.955047607421875,0.550933837890625
63,17,17.13466645051687,3.5294117647058822,3.501673065727526,1.5622711181640625,0.65411376953125
64,17,16.99179170252913,3.5294117647058822,3.53111673273804,1.9118804931640625,0.5949462890625
65,17,16.702991849786315,3.5294117647058822,3.5921708242207875,1.88153076171875,0.53033447265625
66,17,16.541080568253257,3.5294117647058822,3.627332552575555,1.9852294921875,0.5746337890625
67,16,16.31707357806732,3.75,3.677129953048034,1.6983489990234375,0.654180908203125
68,16,16.10391222260912,3.75,3.725802722382135,1.7156982421875,0.51876220703125
69,16,15.924240451613299,3.75,3.767840618980439,1.9258575439453125,0.555047607421875
70,16,15.658283787147672,3.75,3.8318375637851214,1.8968658447265625,0.58140869140625
71,15,15.507136053943574,4,3.869186404973959,1.5699920654296875,0.687628173828125
72,15,15.269299939213967,4,3.9294532322277953,1.5539398193359375,0.645947265625
73,15,15.103909722888853,4,3.972481370772129,1.92919921875,0.5960693359375
74,15,14.923440129908348,4,4.020520702847386,1.573577880859375,0.64549560546875
75,15,14.756410334660458,4,4.066029517969526,1.6605682373046875,0.63218994140625
76,15,14.550136215321341,4,4.123672734886139,1.9320831298828125,0.68084716796875
77,14,14.443929415098957,4.285714285714286,4.153994268158014,1.5640106201171875,0.657537841796875
78,14,14.238704511753586,4.285714285714286,4.21386650382919,1.64056396484375,0.668255615234375
79,14,14.149090484672962,4.285714285714286,4.240555254416893,1.869659423828125,0.6211669921875
80,14,13.943792937522709,4.285714285714286,4.30298988724511,1.8286590576171875,0.691046142578125
81,14,13.780240399896446,4.285714285714286,4.354060470559779,1.7848358154296875,0.670098876953125
82,14,13.67767974541049,4.285714285714286,4.38670893870964,1.7632598876953125,0.53662109375
83,14,13.529343283357552,4.285714285714286,4.43480505619264,1.7552490234375,0.693023681640625
84,13,13.350852439557523,4.615384615384615,4.494095060344217,1.9797210693359375,0.548382568359375
85,13,13.262819450945894,4.615384615384615,4.523924963460227,1.507537841796875,0.694134521484375
86,13,13.080767189949393,4.615384615384615,4.586886925569702,1.5308990478515625,0.5857666015625
87,13,12.912937796315306,4.615384615384615,4.646502674017444,1.6539306640625,0.518585205078125
88,13,12.779784060747197,4.615384615384615,4.694915009111036,1.5686492919921875,0.639923095703125
89,13,12.64655591298007,4.615384615384615,4.744374706667583,1.64300537109375,0.578887939453125
90,13,12.594928058404571,4.615384615384615,4.76382236736653,1.5032806396484375,0.572430419921875
91,12,12.423738342569923,5,4.829464235769525,1.81964111328125,0.537347412109375
92,12,12.341330739360082,5,4.8617123442484695,1.7742156982421875,0.6051025390625
93,12,12.208545320604921,5,4.914590430256687,1.501129150390625,0.5586669921875
94,12,12.085971539546357,5,4.964433335265994,1.7485504150390625,0.66494140625
95,12,11.945727889139455,5,5.022716117160967,1.9715576171875,0.533935546875
96,12,11.835722646600173,5,5.069398953619032,1.8803863525390625,0.555267333984375
97,12,11.757443067015705,5,5.103150375299185,1.830291748046875,0.567431640625
98,12,11.601483841016382,5,5.17175223637113,1.9505767822265625,0.65633544921875
99,12,11.531091915719044,5,5.203323365951904,1.891845703125,0.586102294921875
100,11,11.385846819196429,5.454545454545454,5.269700264967606,1.900543212890625,0.53189697265625
101,11,11.350480760589642,5.454545454545454,5.286119704138689,1.5084381103515625,0.55296630859375
102,11,11.212504887380145,5.454545454545454,5.351168236058561,1.9135589599609375,0.506768798828125
103,11,11.15505283233685,5.454545454545454,5.378728447261932,1.963775634765625,0.6154052734375
104,11,11.019463034237132,5.454545454545454,5.444911409347429,1.9196319580078125,0.659783935546875
105,11,10.983730203198409,5.454545454545454,5.4626250727214964,1.6510162353515625,0.571923828125
106,11,10.812053591513699,5.454545454545454,5.54936206079237,1.542327880859375,0.621484375
107,11,10.757998549260208,5.454545454545454,5.577245593152269,1.7909393310546875,0.671923828125
108,11,10.653583376191648,5.454545454545454,5.63190786436106,1.607177734375,0.551324462890625
109,11,10.571294033196676,5.454545454545454,5.675747908589434,1.6515045166015625,0.54698486328125
110,10,10.49866599536879,6,5.715011795447861,1.6263885498046875,0.5705322265625
111,10,10.365588275815254,6,5.788383486153949,1.788116455078125,0.58419189453125
112,10,10.284162383718588,6,5.834213595750806,1.6042633056640625,0.61827392578125
113,10,10.17895740302614,6,5.894513320407685,1.920379638671875,0.6673828125
114,10,10.12299932639476,6,5.927097104862558,1.50567626953125,0.656585693359375
115,10,10.027425552464132,6,5.983589674745144,1.8845062255859375,0.50556640625
116,10,9.934178935985598,6,6.039754305477207,1.7377471923828125,0.64715576171875
117,10,9.928019466864587,6,6.043501445605935,1.837677001953125,0.513995361328125
118,10,9.825693543830141,6,6.106439177280862,1.9464111328125,0.63704833984375
119,10,9.764901833842316,6,6.144455010500711,1.7297515869140625,0.588421630859375
120,10,9.663286664409023,6,6.209067585771494,1.7646942138671875,0.6946044921875
121,10,9.634850447747459,6,6.227392975676904,1.685272216796875,0.690350341796875
122,10,9.54454854491024,6,6.286310946786038,1.804962158203125,0.6066650390625
123,9,9.468884938938862,6.666666666666667,6.33654336143237,1.543731689453125,0.5172607421875
124,9,9.392076146658598,6.666666666666667,6.38836387856013,1.6002044677734375,0.658880615234375
125,9,9.30183061025675,6.666666666666667,6.450343218875695,1.574127197265625,0.6406982421875
126,9,9.219204017797983,6.666666666666667,6.508154053665369,1.807952880859375,0.546990966796875
127,9,9.137817417849904,6.666666666666667,6.566119375814557,1.5002899169921875,0.53206787109375
128,9,9.144160540270589,6.666666666666667,6.561564589309421,1.7317962646484375,0.5837890625
129,9,9.025279151228679,6.666666666666667,6.647993817657347,1.63238525390625,0.636492919921875
130,9,8.971375128928196,6.666666666666667,6.687937928994856,1.5266265869140625,0.548858642578125
131,9,8.896894089091262,6.666666666666667,6.743926520780744,1.785980224609375,0.673175048828125
132,9,8.859138035739013,6.666666666666667,6.772667922991101,1.773406982421875,0.65128173828125
133,9,8.8360363380088,6.666666666666667,6.79037497185316,1.9697418212890625,0.61241455078125
134,9,8.788834920662298,6.666666666666667,6.8268434373413625,1.8737945556640625,0.614154052734375
135,9,8.688921197542877,6.666666666666667,6.905345167242083,1.7241058349609375,0.6788330078125
136,9,8.579591632711475,6.666666666666667,6.993339842800622,1.862213134765625,0.518994140625
137,9,8.538249600125006,6.666666666666667,7.027201453459683,1.683929443359375,0.63331298828125
138,9,8.491224703934073,6.666666666666667,7.066118503753808,1.7012939453125,0.64317626953125
139,8,8.477475156048914,7.5,7.077578983783672,1.6048736572265625,0.666790771484375
140,8,8.365247307624017,7.5,7.172531521610424,1.8513031005859375,0.558929443359375
141,8,8.362060986777568,7.5,7.175264578298873,1.9246368408203125,0.67322998046875
142,8,8.30581361126949,7.5,7.223855820529228,1.8261566162109375,0.513726806640625
143,8,8.253000390566413,7.5,7.270083261910779,1.612213134765625,0.631072998046875
144,8,8.137399616293427,7.5,7.373362846757907,1.5013427734375,0.65357666015625
145,8,8.095780658237825,7.5,7.4112679842613165,1.7808837890625,0.687774658203125
146,8,8.031389670766433,7.5,7.470687198554795,1.5636749267578125,0.65830078125
147,8,7.982470700066106,7.5,7.516469806710736,1.987884521484375,0.685302734375
148,8,8.006735278125777,7.5,7.493690988375582,1.624542236328125,0.505718994140625
149,8,7.913180039574785,7.5,7.582286729220444,1.5070648193359375,0.661138916015625
150,8,7.918303142610143,7.5,7.577381027145413,1.595306396484375,0.64556884765625
151,8,7.793220348488666,7.5,7.698999555637582,1.8235626220703125,0.68369140625
152,8,7.787697605271414,7.5,7.704459397522909,1.8836517333984375,0.518115234375
153,8,7.761526161196303,7.5,7.730438415574708,1.8536529541015625,0.608953857421875
154,8,7.642914890281984,7.5,7.850407974095117,1.7498016357421875,0.572369384765625
155,8,7.631590870188606,7.5,7.862056682621558,1.6213836669921875,0.551055908203125
156,8,7.5524889496274,7.5,7.944400898853361,1.69964599609375,0.599420166015625
157,8,7.52599710218194,7.5,7.972365546434343,1.51788330078125,0.6182373046875
158,7,7.5044462872325886,8.571428571428571,7.995260103610679,1.52545166015625,0.5725341796875
159,7,7.4870060728559285,8.571428571428571,8.01388424373388,1.513824462890625,0.553057861328125
160,7,7.42784808123553,8.571428571428571,8.077709633234683,1.970611572265625,0.552447509765625
161,7,7.336063584699041,8.571428571428571,8.178773167280484,1.9802703857421875,0.505731201171875
162,7,7.322462205496992,8.571428571428571,8.193965133061095,1.931732177734375,0.64874267578125
163,7,7.322099985915819,8.571428571428571,8.194370483250843,1.7832183837890625,0.637921142578125
164,7,7.187733361919482,8.571428571428571,8.347555060664774,1.5556182861328125,0.601190185546875
165,7,7.229528630155139,8.571428571428571,8.29929627081544,1.74249267578125,0.575830078125
166,7,7.163038627064932,8.571428571428571,8.376333442248253,1.9783477783203125,0.53369140625
167,7,7.099531703104155,8.571428571428571,8.451261647830373,1.5718231201171875,0.680902099609375
168,7,7.045024310417895,8.571428571428571,8.516649106699951,1.72607421875,0.51268310546875
169,7,7.03977684752398,8.571428571428571,8.522997432951744,1.732177734375,0.659393310546875
170,7,6.971773268808082,8.571428571428571,8.606131852916352,1.8899078369140625,0.586785888671875
171,7,6.946105845543432,8.571428571428571,8.637933445614788,1.9228363037109375,0.5627197265625
172,7,6.89538470733537,8.571428571428571,8.701472440859098,1.5381317138671875,0.67010498046875
173,7,6.921900923750549,8.571428571428571,8.668139093717297,1.8903656005859375,0.514630126953125
174,7,6.841776280422177,8.571428571428571,8.769652432467092,1.8742828369140625,0.63265380859375
175,7,6.844808245719747,8.571428571428571,8.765767841271478,1.5432586669921875,0.513238525390625
176,7,6.816375484423498,8.571428571428571,8.802331992583088,1.829132080078125,0.55325927734375
177,7,6.7833362914456625,8.571428571428571,8.845204987944483,1.707275390625,0.57135009765625
178,7,6.694714012976667,8.571428571428571,8.96229471247006,1.5228424072265625,0.547674560546875
179,7,6.695430563450258,8.571428571428571,8.96133556033491,1.9288177490234375,0.65162353515625
180,7,6.674997218010833,8.571428571428571,8.98876779125912,1.7910919189453125,0.58271484375
181,7,6.634592245908582,8.571428571428571,9.043509800771973,1.7218475341796875,0.6998779296875
182,7,6.60309789458411,8.571428571428571,9.08664402040931,1.67059326171875,0.500836181640625
183,7,6.534323286938868,8.571428571428571,9.18228213775878,1.742095947265625,0.554241943359375
184,6,6.446726097998681,10,9.307049669541005,1.8245849609375,0.58394775390625
185,6,6.425734939677879,10,9.337453312851368,1.75079345703125,0.585736083984375
186,6,6.4318853442657415,10,9.328524497640831,1.79443359375,0.65513916015625
187,6,6.354021055616444,10,9.442839341390728,1.583984375,0.58155517578125
188,6,6.399235432726961,10,9.376120105403231,1.6258697509765625,0.627545166015625
189,6,6.284244127809389,10,9.547687642255118,1.8627777099609375,0.5915283203125
190,6,6.327545117956446,10,9.48235040311774,1.77764892578125,0.635748291015625
191,6,6.3132279068037,10,9.503854586864925,1.549407958984375,0.5951904296875
192,6,6.2438452262640505,10,9.609463051328783,1.71075439453125,0.501910400390625
193,6,6.21984723833201,10,9.64653916742983,1.863372802734375,0.687109375
194,6,6.132739491838189,10,9.78355595893997,1.618682861328125,0.571270751953125
195,6,6.177909458370429,10,9.712023202073023,1.707916259765625,0.596600341796875
196,6,6.107910221578149,10,9.823327099345827,1.8278656005859375,0.574627685546875
197,6,6.111989283724966,10,9.816771138615751,1.8063201904296875,0.52939453125
198,6,6.054662782456284,10,9.909717874602904,1.912445068359375,0.614251708984375
199,6,5.984049839459601,10,10.026654458048162,1.8996124267578125,0.518341064453125
