frame,angular_velocity,gs_error,rs_error,feature_count
76,1.52,3.264002685546875,1.11664453125,112
77,1.54,3.339220581054688,0.98291064453125,112
78,1.56,3.350507202148437,1.0543098144531249,112
79,1.58,3.2745989990234374,0.99753515625,112
80,1.6,3.3310302734375004,1.053260498046875,112
81,1.62,3.494999389648438,1.013618408203125,111
82,1.6400000000000001,3.547750244140625,1.06225146484375,111
83,1.66,3.367581787109375,1.030781982421875,111
84,1.68,3.4547656250000003,1.101760009765625,111
85,1.7,3.4375244140624996,1.1860925292968751,111
86,1.72,3.4871807861328126,1.198061767578125,111
87,1.74,3.440093383789063,1.117611572265625,111
88,1.76,3.5452490234375005,1.143460205078125,111
89,1.78,3.6920153808593748,1.0759921875,111
90,1.8,3.784161376953125,1.20141357421875,111
91,1.82,3.7773937988281254,1.052854248046875,110
92,1.84,3.650170288085938,1.175382568359375,110
93,1.8599999999999999,3.6941046142578124,1.0947736816406248,110
94,1.88,3.65358154296875,1.1600693359375,110
95,1.9,3.7761230468749996,1.0714526367187498,110
96,1.92,3.719321899414062,1.19383447265625,110
97,1.94,3.75742431640625,1.2670585937499999,110
98,1.96,3.805625,1.1310236816406252,110
99,1.98,3.8931567382812498,1.2632871093749998,110
100,0.24385681152343752,1.2452987670898439,0.6889285278320312,118
101,0.28849182128906253,1.2767013549804689,0.7111264038085938,118
102,0.22230224609375002,1.351055908203125,0.67623046875,118
103,0.23729248046875,1.3610717773437502,0.66670166015625,118
104,0.26881103515625004,1.3523651123046876,0.668070068359375,118
105,0.23656005859375,1.2602264404296877,0.5992761230468749,118
106,0.2399749755859375,1.1881881713867188,0.7375015258789063,118
107,0.2043914794921875,1.3779495239257813,0.6086013793945313,118
108,0.20252685546875002,1.1691864013671875,0.6736914062499999,118
109,0.248797607421875,1.4409698486328126,0.6720452880859374,118
110,0.2745269775390625,1.2503433227539065,0.7060580444335938,118
111,0.29606323242187504,1.502392578125,0.6962347412109375,118
112,0.25819091796875004,1.2019439697265626,0.621231689453125,118
113,0.210357666015625,1.2708099365234375,0.5845306396484375,118
114,0.26244506835937503,1.3077880859375002,0.7522442626953125,118
115,0.2305633544921875,1.287028503417969,0.7328347778320312,118
116,0.27868041992187503,1.4632263183593752,0.6891033935546875,118
117,0.29297790527343753,1.4711135864257814,0.7714688110351563,118
118,0.215234375,1.1900054931640627,0.6411267089843751,118
119,0.20914306640625002,1.15511474609375,0.714049072265625,118
120,0.20213928222656252,1.324015808105469,0.7444064331054687,118
121,0.26397399902343754,1.2693313598632812,0.6917166137695313,118
122,0.23528137207031252,1.258921813964844,0.6848483276367188,118
123,0.2280731201171875,1.3817031860351563,0.6090896606445312,118
124,0.225830078125,1.3383575439453126,0.709014892578125,118
125,0.2770751953125,1.2187988281250002,0.702806396484375,118
126,0.24404296875,1.3742462158203126,0.5926220703125,118
127,0.21782531738281252,1.2929977416992189,0.6911715698242188,118
128,0.2838043212890625,1.3732254028320314,0.6319186401367187,118
129,0.27320556640625004,1.490545654296875,0.6103247070312501,118
130,0.21317138671875002,1.2713043212890627,0.6868945312500001,118
131,0.21250000000000002,1.2105316162109376,0.634459228515625,118
132,0.204119873046875,1.151727294921875,0.6587518310546876,118
133,0.26937561035156254,1.5015090942382812,0.5817709350585938,118
134,0.2391693115234375,1.4464492797851563,0.6190225219726563,118
135,0.20269775390625,1.191790771484375,0.6297363281249999,118
136,0.2611236572265625,1.2922561645507813,0.6944869995117188,118
137,0.26377258300781253,1.267893981933594,0.7495175170898438,118
138,0.25225830078125,1.470623779296875,0.75294189453125,118
139,0.27485351562500004,1.4936859130859375,0.7558935546875001,118
140,0.28852233886718753,1.351390075683594,0.5902005004882813,118
141,0.2351776123046875,1.3480117797851565,0.6526577758789063,118
142,0.2000152587890625,1.2761428833007813,0.6002938842773438,118
143,0.290283203125,1.5106597900390626,0.7395385742187499,118
144,0.2687835693359375,1.3535049438476563,0.6098892211914062,118
145,0.26485900878906254,1.3134140014648437,0.6324301147460938,118
146,0.296466064453125,1.4372619628906251,0.6153497314453126,118
147,0.2069549560546875,1.3637496948242187,0.6898269653320313,118
148,0.26455383300781254,1.3647750854492187,0.7181967163085938,118
149,0.2590484619140625,1.4126205444335938,0.6307601928710938,118
